"diffRollRate","diffDiffClb","SeTime1","SeTime2","SeTime3","SeTime4","SeTime5","SeTime6"
"-0.009","1.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.005","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.013","1.4","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.1","0.021","0.02","0.02","0.02","0.02","0.02"
"0.007","-0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.013","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.011","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.023","0","0.018","0.02","0.02","0.02","0.02","0.02"
"0.023","1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.024","-1.5","0.017","0.017","0.017","0.017","0.017","0.017"
"0.002","0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.021","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.02","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.003","-0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.016","-0.1","0.021","0.021","0.021","0.021","0.021","0.022"
"0.015","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.005","-0.8","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","-0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.019","0","0.021","0.02","0.02","0.02","0.02","0.02"
"-0.018","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.006","-1.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.011","2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","0","0.021","0.022","0.022","0.022","0.022","0.022"
"0.003","5.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.008","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.011","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.004","0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"0.011","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.005","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.006","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"0.009","0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","1.4","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.017","0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.021","1.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","-0.7","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.001","-0.7","0.02","0.02","0.02","0.02","0.02","0.019"
"-0.02","-0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.018","0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.015","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.006","-0.1","0.022","0.022","0.022","0.021","0.021","0.021"
"0.01","0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.029","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.027","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.015","1","0.021","0.023","0.023","0.023","0.023","0.023"
"-0.003","-2.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.009","-0.9","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.024","0.2","0.016","0.016","0.016","0.016","0.016","0.016"
"0.018","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","-0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.019","-0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.002","-0.1","0.022","0.023","0.023","0.023","0.023","0.023"
"0.009","0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.006","-0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.013","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.014","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.003","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.007","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.013","-0.2","0.02","0.02","0.02","0.02","0.02","0.019"
"0.003","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.03","0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.026","0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0","2.4","0.019","0.019","0.019","0.019","0.019","0.02"
"0.02","2.5","0.019","0.019","0.019","0.019","0.019","0.019"
"0.028","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.019","-3.4","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.019","0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.011","-0.2","0.02","0.02","0.02","0.02","0.02","0.018"
"0.006","-2.8","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.035","-1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.044","-0.4","0.023","0.021","0.021","0.021","0.021","0.022"
"-0.013","1.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0","0.7","0.022","0.022","0.022","0.022","0.022","0.022"
"0.019","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.025","0.2","0.018","0.017","0.017","0.017","0.017","0.017"
"-0.002","-0.6","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"0.006","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"0.004","-0.2","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.003","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"0.006","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.002","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.002","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"0.001","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.007","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.006","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.009","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.01","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.009","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.003","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.005","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"0.01","-3.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.007","2","0.021","0.021","0.021","0.021","0.021","0.021"
"0.004","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.01","0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.009","-1.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.001","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.006","0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.014","-0.6","0.024","0.024","0.024","0.024","0.024","0.024"
"0.01","-0.5","0.023","0.023","0.023","0.023","0.023","0.023"
"0.005","0","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.005","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.013","-0.1","0.02","0.02","0.02","0.02","0.02","0.019"
"0.001","1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.011","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.011","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.01","-0.2","0.021","0.019","0.019","0.019","0.019","0.02"
"0.004","0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.007","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.025","0","0.02","0.022","0.022","0.022","0.022","0.022"
"-0.018","1.9","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.007","0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"0.014","0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","-0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"0.001","-0.2","0.02","0.02","0.02","0.02","0.02","0.018"
"-0.005","-0.7","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.004","-0.8","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.021","1.4","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.003","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.009","2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.015","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","0.4","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.009","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.015","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.005","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","-0.3","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.011","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.013","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.008","2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.007","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.01","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.008","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.019","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.017","0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.013","1.9","0.018","0.018","0.018","0.018","0.018","0.018"
"0.015","-1.6","0.02","0.02","0.02","0.02","0.02","0.02"
"0.012","0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"0.003","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","0.7","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.01","0","0.019","0.019","0.019","0.019","0.019","0.018"
"-0.009","0","0.02","0.02","0.02","0.019","0.019","0.019"
"-0.004","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.016","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.005","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.002","-1.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","-0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","-1.9","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.008","0","0.019","0.019","0.019","0.019","0.019","0.02"
"0.01","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"0.006","-0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.011","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.018","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.01","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.011","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.004","-1.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.002","1.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.006","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","-0.3","0.02","0.019","0.019","0.019","0.019","0.019"
"0.007","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.005","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.013","0.4","0.018","0.018","0.018","0.019","0.019","0.019"
"-0.011","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.008","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.012","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.01","0.5","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.016","-1.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.023","0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.023","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.023","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.005","-0.6","0.016","0.016","0.016","0.017","0.017","0.018"
"0.017","0.2","0.017","0.016","0.016","0.016","0.016","0.016"
"0.001","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.009","-0.8","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.01","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.009","-0.7","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.006","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.01","0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.008","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.008","0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"0.005","0","0.021","0.02","0.02","0.02","0.02","0.02"
"0.007","0","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.002","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.009","0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.002","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.005","1.8","0.018","0.018","0.018","0.018","0.018","0.018"
"0.002","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.2","0.018","0.019","0.019","0.019","0.019","0.019"
"-0.004","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"0.01","0.4","0.02","0.018","0.018","0.018","0.018","0.018"
"0.008","0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.007","0","0.019","0.019","0.019","0.02","0.02","0.02"
"-0.002","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.002","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.018","0.4","0.036","0.036","0.036","0.036","0.036","0.036"
"0.019","2.6","0.033","0.033","0.033","0.033","0.033","0.033"
"0.018","-0.2","0.03","0.03","0.03","0.03","0.03","0.03"
"0.015","-0.2","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.008","-0.2","0.029","0.03","0.03","0.031","0.031","0.031"
"-0.009","-0.2","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.01","0.6","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.013","-0.2","0.03","0.032","0.032","0.032","0.032","0.032"
"-0.01","-0.2","0.026","0.026","0.026","0.026","0.026","0.026"
"0.007","-0.2","0.03","0.028","0.028","0.028","0.028","0.028"
"-0.008","-0.2","0.029","0.029","0.029","0.03","0.03","0.03"
"-0.012","0.9","0.026","0.026","0.026","0.026","0.026","0.026"
"0.004","-0.2","0.027","0.028","0.028","0.028","0.028","0.028"
"0.003","0.4","0.024","0.024","0.024","0.024","0.024","0.024"
"0.001","2.3","0.023","0.023","0.023","0.023","0.023","0.024"
"-0.006","0.7","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.005","-0.4","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.007","-0.8","0.025","0.025","0.025","0.025","0.025","0.025"
"0.007","0","0.023","0.024","0.024","0.024","0.024","0.027"
"-0.002","0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.006","0.4","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.012","0","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.004","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.008","-0.2","0.022","0.023","0.023","0.023","0.023","0.023"
"-0.011","0","0.022","0.022","0.022","0.022","0.022","0.022"
"0.006","0.5","0.023","0.023","0.023","0.023","0.023","0.023"
"0.008","-0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.006","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.008","-0.8","0.023","0.023","0.023","0.023","0.023","0.022"
"-0.022","1.7","0.021","0.021","0.021","0.021","0.021","0.021"
"0.013","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"0.012","-0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.013","-1.2","0.022","0.022","0.022","0.024","0.024","0.024"
"-0.013","-0.5","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.013","0.2","0.021","0.021","0.021","0.021","0.021","0.022"
"-0.016","0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.013","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.01","-0.1","0.021","0.02","0.02","0.02","0.02","0.02"
"0.009","-0.1","0.021","0.022","0.022","0.022","0.022","0.021"
"-0.001","-0.5","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.019","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.021","-0.5","0.022","0.022","0.022","0.023","0.023","0.023"
"-0.013","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.01","0","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.006","0","0.02","0.021","0.021","0.021","0.021","0.021"
"0.013","-0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"0.01","0","0.021","0.022","0.022","0.022","0.022","0.022"
"-0.006","-0.8","0.019","0.019","0.019","0.019","0.019","0.02"
"-0.023","-0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.028","-0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.027","0.1","0.018","0.018","0.018","0.018","0.018","0.019"
"-0.005","-1.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.013","-0.2","0.02","0.021","0.021","0.021","0.021","0.021"
"0.018","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.006","-0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.006","-1.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.01","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.013","-0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.013","0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.007","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.013","-2.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0","-0.7","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.011","-2.6","0.02","0.02","0.02","0.02","0.02","0.021"
"-0.019","0.3","0.019","0.02","0.02","0.02","0.02","0.02"
"-0.002","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.009","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.008","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0","0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.016","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.015","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.006","0.3","0.019","0.021","0.021","0.021","0.021","0.021"
"0.012","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.01","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","-0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.01","-0.5","0.017","0.018","0.018","0.018","0.018","0.018"
"-0.015","-0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.005","0.5","0.02","0.018","0.018","0.018","0.018","0.018"
"0.01","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.01","1.5","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.012","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.006","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.007","-0.8","0.019","0.019","0.019","0.02","0.02","0.02"
"0.012","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.01","-0.1","0.018","0.018","0.018","0.018","0.018","0.019"
"0.002","0.2","0.018","0.019","0.019","0.019","0.019","0.019"
"-0.019","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.017","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.012","-0.2","0.019","0.018","0.018","0.018","0.018","0.018"
"0.013","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.007","-1.3","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.016","-2.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.018","-0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.01","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.012","0.1","0.073","0.073","0.073","0.073","0.073","0.073"
"0.005","-0.2","0.074","0.074","0.074","0.074","0.074","0.074"
"0.013","0.8","0.069","0.069","0.069","0.069","0.069","0.069"
"0.011","-0.2","0.064","0.064","0.064","0.064","0.064","0.064"
"-0.005","0.3","0.068","0.068","0.068","0.068","0.068","0.068"
"-0.016","0.3","0.062","0.062","0.062","0.062","0.062","0.062"
"0.001","-0.2","0.063","0.063","0.063","0.063","0.063","0.063"
"0","0.6","0.061","0.061","0.061","0.061","0.061","0.061"
"-0.005","-0.3","0.059","0.059","0.059","0.059","0.059","0.059"
"-0.003","-0.2","0.057","0.057","0.057","0.057","0.057","0.057"
"-0.003","-1.1","0.059","0.059","0.059","0.059","0.059","0.059"
"0.007","-0.3","0.059","0.059","0.059","0.059","0.059","0.059"
"0.015","-0.1","0.058","0.058","0.058","0.058","0.058","0.058"
"0.013","-0.2","0.056","0.056","0.056","0.056","0.056","0.056"
"-0.002","-0.3","0.053","0.055","0.055","0.055","0.055","0.055"
"-0.005","-0.4","0.047","0.047","0.047","0.047","0.047","0.047"
"-0.016","-0.5","0.047","0.047","0.047","0.047","0.047","0.047"
"-0.005","0.2","0.05","0.05","0.05","0.05","0.05","0.05"
"-0.005","-0.2","0.05","0.05","0.05","0.05","0.05","0.05"
"0.004","-0.2","0.046","0.046","0.046","0.046","0.046","0.046"
"0.004","1.6","0.046","0.046","0.046","0.046","0.046","0.046"
"0.013","-0.4","0.049","0.049","0.049","0.049","0.049","0.049"
"-0.008","-0.1","0.05","0.05","0.05","0.05","0.05","0.05"
"-0.005","-0.2","0.045","0.045","0.045","0.045","0.045","0.045"
"-0.011","0.1","0.04","0.04","0.04","0.04","0.04","0.04"
"-0.008","0.1","0.041","0.041","0.041","0.041","0.041","0.041"
"0.014","-0.2","0.042","0.042","0.042","0.042","0.042","0.042"
"0.001","-0.4","0.043","0.043","0.043","0.043","0.043","0.043"
"-0.002","-0.5","0.038","0.038","0.038","0.038","0.038","0.038"
"-0.01","-0.2","0.039","0.039","0.039","0.039","0.039","0.039"
"0.002","-0.2","0.04","0.04","0.04","0.04","0.04","0.04"
"0.013","0.1","0.039","0.036","0.036","0.036","0.036","0.036"
"0.011","-0.3","0.045","0.045","0.045","0.045","0.045","0.045"
"-0.005","0.9","0.045","0.045","0.045","0.045","0.045","0.045"
"-0.016","-0.9","0.036","0.036","0.036","0.036","0.036","0.036"
"0.01","0.3","0.034","0.034","0.034","0.034","0.034","0.034"
"0.024","-0.2","0.034","0.034","0.034","0.034","0.034","0.034"
"-0.02","-0.3","0.036","0.036","0.036","0.036","0.036","0.036"
"-0.003","0.1","0.033","0.033","0.033","0.033","0.033","0.033"
"-0.003","-0.2","0.034","0.034","0.034","0.034","0.034","0.034"
"-0.007","-0.2","0.033","0.034","0.034","0.034","0.034","0.034"
"-0.015","1.9","0.03","0.03","0.03","0.03","0.03","0.03"
"0.006","0.1","0.033","0.033","0.033","0.033","0.033","0.033"
"0.003","-0.2","0.035","0.035","0.035","0.035","0.035","0.035"
"0.003","-0.2","0.034","0.034","0.034","0.034","0.034","0.034"
"0.014","-0.7","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.01","-0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.008","-0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"0.006","-0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"0.009","-0.2","0.029","0.03","0.03","0.03","0.03","0.03"
"-0.006","0","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.006","-0.2","0.028","0.03","0.03","0.03","0.03","0.03"
"-0.019","-0.4","0.027","0.027","0.027","0.027","0.027","0.027"
"0.007","-0.2","0.028","0.028","0.028","0.028","0.028","0.028"
"0.011","0","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.014","-0.7","0.03","0.03","0.03","0.03","0.03","0.03"
"0.012","1.1","0.027","0.027","0.027","0.027","0.027","0.027"
"0.012","-0.7","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.017","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"0.006","0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.017","0.4","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.005","-0.3","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.005","0","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.005","-0.1","0.027","0.027","0.027","0.026","0.026","0.026"
"-0.015","0.5","0.026","0.026","0.026","0.026","0.026","0.026"
"0.023","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"0.022","-0.1","0.026","0.025","0.025","0.025","0.025","0.024"
"0.015","-0.2","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.008","-0.5","0.026","0.027","0.027","0.027","0.027","0.027"
"-0.008","0.5","0.024","0.024","0.024","0.024","0.024","0.024"
"0.009","0","0.025","0.024","0.024","0.024","0.024","0.024"
"-0.012","0.1","0.025","0.027","0.027","0.027","0.027","0.027"
"0.011","1.9","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.014","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.009","-2.7","0.026","0.028","0.028","0.028","0.028","0.028"
"0.009","-0.3","0.024","0.024","0.024","0.024","0.024","0.024"
"0.02","2.3","0.023","0.023","0.023","0.023","0.023","0.023"
"0.019","-1.6","0.024","0.025","0.025","0.025","0.025","0.023"
"-0.003","-0.9","0.022","0.021","0.021","0.02","0.02","0.02"
"-0.005","0.5","0.025","0.025","0.025","0.024","0.024","0.022"
"-0.02","-0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.019","-0.1","0.022","0.023","0.023","0.024","0.024","0.026"
"0.012","0.2","0.024","0.022","0.022","0.021","0.021","0.021"
"0.004","-0.4","0.025","0.025","0.025","0.025","0.025","0.025"
"0.004","-0.2","0.024","0.024","0.024","0.025","0.025","0.025"
"-0.019","-0.4","0.024","0.024","0.024","0.024","0.024","0.024"
"0.008","-0.8","0.023","0.025","0.025","0.025","0.025","0.025"
"0.017","-1.6","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.01","0.9","0.024","0.023","0.023","0.023","0.023","0.023"
"-0.014","-0.1","0.023","0.024","0.024","0.024","0.024","0.024"
"-0.005","1.7","0.023","0.023","0.023","0.023","0.023","0.023"
"0.009","-0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.005","-0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.011","0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.053","-1.3","0.021","0.021","0.021","0.021","0.021","0.021"
"0.032","1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.023","-0.7","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.026","0.5","0.024","0.024","0.024","0.024","0.024","0.024"
